c7,c10,c144,c151,c30,c31,c35,c106,c108,c117,c62,c65,c41,c49,c56,c128,c51,c101,c109,c156,c1
7.0,15.0,20.0,1.0,0.0,0.32287633009239924,1122.0,1.0,18.0,0.0,0.12218113607676984,0.0,1.0,8.0,0.07566017522618751,122.0,5.0,13.0,1.0,3.0,0
6.0,13.0,10.0,1.0,5.0,0.2540752797945915,1756.0,1.0,18.0,0.0,0.12218113607676984,0.0,1.0,4.0,0.04306190824043651,93.0,9.0,13.0,1.0,3.0,0
6.0,21.0,10.0,1.0,5.0,0.22713590501387595,1187.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.19337613934139947,130.0,9.0,6.0,3.0,3.0,0
9.0,12.0,17.0,1.0,5.0,0.0002641115174579953,1365.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.012475879957509643,75.0,9.0,13.0,1.0,3.0,0
7.0,20.0,10.0,1.0,5.0,0.43102999649144835,1748.0,1.0,18.0,0.0,0.04072704535892328,0.0,1.0,8.0,0.047891281127214434,93.0,4.0,13.0,1.0,3.0,0
6.0,9.0,10.0,1.0,5.0,0.07249270353006466,1559.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.0042257012759306855,230.0,13.0,11.0,1.0,3.0,0
7.0,17.0,10.0,1.0,5.0,0.3169338209495944,1601.0,1.0,18.0,0.0,0.12218113607676984,0.0,1.0,8.0,0.16359500653960224,93.0,3.0,13.0,1.0,3.0,0
7.0,10.0,10.0,1.0,5.0,0.0033013939682249413,1598.0,1.0,18.0,0.0,0.0,0.0,1.0,6.0,0.017104028974005155,108.0,15.0,13.0,1.0,3.0,0
9.0,14.0,20.0,1.0,5.0,0.1465818921891874,1581.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.0026159103136713766,145.0,15.0,11.0,1.0,3.0,0
9.0,13.0,21.0,2.0,5.0,0.49917076799561116,1768.0,1.0,18.0,0.0,0.2036352267946164,0.0,1.0,8.0,0.48052260223440363,182.0,9.0,13.0,1.0,3.0,0
8.0,14.0,20.0,1.0,5.0,0.5315244288842156,1685.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.013079551568356882,2.0,15.0,13.0,1.0,3.0,1
9.0,8.0,20.0,1.0,5.0,0.1803881664238108,723.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.0251529837853017,38.0,15.0,13.0,1.0,3.0,1
7.0,21.0,41.0,2.0,5.0,0.5484687044654282,1339.0,2.0,18.0,0.0,0.6923597711016958,0.0,5.0,8.0,0.6680170700314448,173.0,11.0,14.0,3.0,7.0,1
7.0,8.0,20.0,1.0,4.0,0.3289121423030171,1763.0,2.0,18.0,0.0,0.0,0.0,3.0,8.0,1.2073432216944815,128.0,15.0,13.0,1.0,3.0,1
7.0,10.0,10.0,1.0,5.0,0.2911829479974398,1645.0,1.0,6.0,0.0,0.08145409071784657,0.0,3.0,8.0,0.36220296650834444,183.0,15.0,13.0,1.0,3.0,0
7.0,18.0,20.0,1.0,5.0,0.11951046164974288,1106.0,0.0,19.0,0.0,0.0,0.0,1.0,3.0,0.4707451658186109,38.0,8.0,6.0,1.0,3.0,0
10.0,14.0,42.0,3.0,5.0,4.145626433779423,1317.0,1.0,18.0,0.0,10.018853158295126,0.0,5.0,8.0,4.125089340789478,225.0,11.0,14.0,1.0,7.0,1
10.0,17.0,42.0,3.0,5.0,3.723684813792533,2215.0,1.0,18.0,0.0,6.597781348145571,0.0,5.0,8.0,2.179331939186753,182.0,11.0,14.0,1.0,2.0,1
9.0,18.0,10.0,1.0,5.0,0.17620195695987345,798.0,1.0,18.0,0.0,0.0,0.0,6.0,4.0,0.490828496944295,256.0,11.0,2.0,1.0,3.0,1
10.0,11.0,10.0,1.0,5.0,0.34413730724776787,1581.0,1.0,18.0,0.0,0.0,0.0,11.0,8.0,1.2198191016519913,262.0,11.0,11.0,1.0,3.0,0
10.0,13.0,20.0,1.0,5.0,0.41729619758363257,2006.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,1.4488118660333777,173.0,11.0,12.0,1.0,4.0,0
10.0,19.0,10.0,1.0,5.0,0.4332749443898413,1560.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.0016097909622593087,195.0,15.0,11.0,1.0,3.0,1
2.0,16.0,20.0,1.0,0.0,0.5777439444393647,1642.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.011469760606097574,264.0,15.0,11.0,1.0,3.0,1
11.0,10.0,10.0,1.0,5.0,0.0035655054856829366,206.0,1.0,18.0,0.0,0.0,0.0,12.0,11.0,0.1408567091976895,108.0,9.0,13.0,1.0,3.0,0
11.0,12.0,20.0,1.0,5.0,0.09349547718013033,2613.0,1.0,18.0,2.0,0.04072704535892328,0.0,1.0,8.0,0.21269363088851115,133.0,15.0,13.0,1.0,3.0,1
9.0,14.0,20.0,1.0,5.0,0.003961672761869929,2754.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.12677103827792055,38.0,9.0,13.0,1.0,3.0,0
11.0,18.0,10.0,1.0,5.0,0.17193659786515494,1645.0,1.0,18.0,0.0,0.04072704535892328,0.0,1.0,8.0,0.6036716108472407,128.0,9.0,13.0,1.0,3.0,0
10.0,21.0,10.0,1.0,5.0,0.8245561575038614,1560.0,1.0,19.0,0.0,0.0,0.0,1.0,6.0,0.09457521903273439,130.0,9.0,13.0,2.0,3.0,0
11.0,20.0,10.0,1.0,2.0,0.38203731000299024,1665.0,1.0,18.0,0.0,0.08145409071784657,0.0,9.0,8.0,0.2521335094638642,93.0,7.0,13.0,2.0,3.0,0
10.0,10.0,10.0,1.0,5.0,0.18883973498246664,1560.0,2.0,18.0,0.0,0.0,0.0,13.0,8.0,0.0048293728867779264,124.0,15.0,11.0,1.0,3.0,1
11.0,22.0,10.0,1.0,5.0,0.4134665805804917,1755.0,1.0,18.0,0.0,0.0,0.0,12.0,11.0,0.574881761066576,206.0,15.0,12.0,3.0,3.0,0
10.0,11.0,43.0,4.0,5.0,8.650744235972898,1355.0,2.0,18.0,0.0,15.76136655390331,0.0,5.0,8.0,4.5244750985938165,75.0,11.0,14.0,1.0,7.0,1
9.0,10.0,10.0,1.0,4.0,0.02641115174579953,1597.0,1.0,18.0,0.0,0.0,0.0,3.0,2.0,0.09055074162708611,183.0,15.0,13.0,1.0,3.0,1
10.0,11.0,10.0,1.0,5.0,0.23070141049955892,349.0,2.0,18.0,0.0,0.04072704535892328,0.0,1.0,8.0,0.055336564327663734,206.0,15.0,12.0,1.0,3.0,1
11.0,16.0,10.0,1.0,5.0,0.10590142416095581,1157.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,0.16097909622593087,206.0,15.0,12.0,1.0,3.0,0
2.0,15.0,42.0,3.0,4.0,0.8349885624434522,1322.0,1.0,18.0,0.0,6.068329758479569,0.0,5.0,8.0,3.1592147634338934,182.0,11.0,14.0,1.0,7.0,1
10.0,10.0,10.0,1.0,5.0,0.50854672686537,1607.0,1.0,18.0,6.0,0.0,0.0,1.0,8.0,0.03622029665083445,108.0,15.0,13.0,1.0,3.0,1
2.0,20.0,41.0,2.0,5.0,1.0521236939869423,1336.0,2.0,18.0,0.0,1.6290818143569312,0.0,5.0,8.0,0.9077428877047798,75.0,11.0,14.0,3.0,7.0,1
1.0,12.0,10.0,1.0,5.0,0.2573766737628164,390.0,1.0,18.0,0.0,0.0,0.0,9.0,8.0,0.4358509030317078,93.0,14.0,13.0,1.0,3.0,0
11.0,16.0,10.0,1.0,5.0,0.24932127248034758,1610.0,1.0,18.0,8.0,0.0,0.0,9.0,8.0,0.33403162466880654,51.0,11.0,10.0,1.0,3.0,0
2.0,18.0,21.0,2.0,0.0,0.5282230349159907,1162.0,1.0,18.0,0.0,0.04072704535892328,0.0,3.0,8.0,0.32819613243061657,216.0,10.0,13.0,1.0,3.0,0
1.0,12.0,10.0,1.0,5.0,0.282071100645139,1654.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.041250893407894784,60.0,15.0,13.0,1.0,3.0,0
1.0,17.0,37.0,2.0,5.0,1.2199310991384804,2215.0,1.0,18.0,0.0,0.6516327257427725,0.0,5.0,8.0,1.1067312865532748,111.0,11.0,3.0,0.0,2.0,1
10.0,13.0,20.0,1.0,5.0,0.5342975998175246,1651.0,1.0,18.0,0.0,0.04072704535892328,0.0,1.0,8.0,0.10342906932516058,38.0,9.0,13.0,1.0,3.0,0
1.0,13.0,10.0,1.0,0.0,0.07716735165238685,1605.0,1.0,18.0,8.0,0.0,0.0,1.0,8.0,0.026159103136713765,103.0,5.0,13.0,1.0,3.0,0
11.0,16.0,10.0,1.0,5.0,0.06946132909145276,1654.0,1.0,18.0,0.0,0.12218113607676984,0.0,1.0,8.0,0.02012238702824136,51.0,9.0,13.0,1.0,3.0,0
10.0,12.0,10.0,1.0,5.0,0.335421627171654,1174.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.13280775438639297,124.0,9.0,13.0,1.0,3.0,0
10.0,14.0,20.0,1.0,5.0,0.21999802688513478,1784.0,1.0,18.0,0.0,0.08145409071784657,0.0,3.0,4.0,0.5116741796371281,216.0,15.0,13.0,1.0,3.0,1
9.0,10.0,10.0,1.0,5.0,0.11224739491964801,1581.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.008451402551861371,180.0,9.0,11.0,1.0,3.0,0
10.0,14.0,20.0,1.0,5.0,0.35589026977464866,2014.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,1.4286894790051365,214.0,11.0,1.0,1.0,4.0,0
10.0,0.0,20.0,1.0,5.0,0.28682510795938293,1121.0,1.0,18.0,0.0,0.0,0.0,5.0,4.0,0.4024477405648272,17.0,11.0,2.0,3.0,3.0,0
10.0,11.0,7.0,1.0,5.0,0.3228745891229238,137.0,1.0,18.0,0.0,0.16290818143569313,0.0,3.0,8.0,0.8097248540164322,122.0,11.0,8.0,1.0,10.0,0
10.0,11.0,10.0,1.0,5.0,0.6219826236135789,1645.0,1.0,18.0,0.0,0.04072704535892328,0.0,1.0,8.0,0.06600142945263165,234.0,15.0,13.0,1.0,3.0,0
11.0,7.0,10.0,1.0,5.0,0.44621640874528307,543.0,1.0,18.0,0.0,0.04072704535892328,0.0,3.0,8.0,0.20182754189326083,186.0,9.0,13.0,0.0,3.0,0
9.0,14.0,10.0,1.0,5.0,0.3169338209495944,2661.0,1.0,18.0,0.0,0.12218113607676984,0.0,3.0,8.0,0.4024477405648272,195.0,11.0,12.0,1.0,3.0,1
9.0,21.0,21.0,2.0,5.0,0.2470763245819546,1250.0,1.0,18.0,0.0,0.08145409071784657,0.0,9.0,8.0,0.5533656432766374,182.0,11.0,13.0,2.0,3.0,1
1.0,18.0,10.0,1.0,5.0,0.2147226636933502,2651.0,0.0,9.0,0.0,0.08145409071784657,0.0,1.0,8.0,0.026159103136713765,14.0,9.0,13.0,1.0,3.0,0
1.0,8.0,7.0,1.0,5.0,0.11541673312914395,1604.0,1.0,18.0,0.0,0.04072704535892328,0.0,9.0,8.0,0.17365620005372293,267.0,9.0,13.0,1.0,3.0,0
9.0,13.0,10.0,1.0,5.0,0.031693382094959435,1111.0,1.0,18.0,0.0,0.04072704535892328,0.0,1.0,8.0,0.06237939978754821,143.0,9.0,13.0,1.0,3.0,0
1.0,17.0,20.0,1.0,0.0,0.20930837758546128,2621.0,2.0,18.0,0.0,0.08145409071784657,0.0,1.0,8.0,0.1587656336528243,38.0,15.0,6.0,1.0,3.0,1
1.0,12.0,10.0,1.0,5.0,0.26820524597859424,2661.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.42257012759306856,124.0,1.0,6.0,1.0,3.0,1
10.0,11.0,10.0,1.0,5.0,0.18804740043009266,1605.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.09517889064358162,93.0,9.0,13.0,1.0,3.0,0
11.0,17.0,21.0,2.0,5.0,0.1846139507031387,2667.0,2.0,22.0,0.0,0.08145409071784657,0.0,11.0,8.0,0.3018358054236204,103.0,11.0,6.0,1.0,3.0,1
1.0,20.0,20.0,1.0,5.0,0.3099907702012241,1604.0,1.0,18.0,0.0,0.04072704535892328,0.0,11.0,8.0,1.0262417384403093,214.0,11.0,13.0,3.0,3.0,1
11.0,10.0,21.0,2.0,0.0,0.4886063072972913,2443.0,1.0,7.0,7.0,0.0,0.0,5.0,8.0,0.6097083269557132,128.0,11.0,7.0,1.0,3.0,1
10.0,17.0,20.0,1.0,5.0,0.3127080366702665,1182.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,0.5391871224753172,177.0,11.0,1.0,1.0,3.0,0
1.0,14.0,20.0,1.0,5.0,0.1751059360746509,1222.0,1.0,18.0,5.0,0.08145409071784657,0.0,1.0,8.0,0.10262417384403093,38.0,15.0,13.0,1.0,3.0,0
11.0,9.0,42.0,3.0,0.0,6.645970169554265,1665.0,2.0,4.0,0.0,0.0,0.0,5.0,8.0,2.782802326163712,225.0,11.0,14.0,1.0,3.0,1
1.0,14.0,10.0,1.0,5.0,0.0507094113519351,2662.0,2.0,18.0,1.0,0.0,0.0,1.0,8.0,0.46281490164955125,122.0,15.0,13.0,1.0,3.0,1
1.0,12.0,20.0,1.0,5.0,0.11885018285609789,1647.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.01066486512496792,231.0,15.0,11.0,1.0,3.0,0
9.0,19.0,20.0,1.0,0.0,0.00845156855865585,2754.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.2042422283366498,38.0,3.0,13.0,1.0,3.0,0
10.0,10.0,21.0,2.0,5.0,0.900884386049222,1171.0,0.0,21.0,0.0,0.16290818143569313,0.0,3.0,8.0,0.20102264641213116,124.0,13.0,13.0,1.0,3.0,0
10.0,16.0,10.0,1.0,5.0,0.07342300185332269,1610.0,1.0,18.0,0.0,0.08145409071784657,0.0,3.0,8.0,1.3079551568356884,84.0,15.0,13.0,1.0,3.0,0
11.0,12.0,20.0,1.0,5.0,0.20008056232199145,1098.0,1.0,18.0,0.0,0.0,0.0,5.0,8.0,0.6028667153661111,133.0,15.0,6.0,1.0,3.0,1
10.0,19.0,20.0,1.0,5.0,0.24313879971151242,1238.0,1.0,18.0,7.0,0.0,0.0,3.0,8.0,0.8048954811296544,110.0,15.0,13.0,1.0,3.0,1
11.0,19.0,10.0,1.0,0.0,0.11447876164412384,343.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.2012238702824136,93.0,4.0,13.0,1.0,3.0,0
10.0,10.0,20.0,1.0,5.0,0.10009826511658022,1691.0,1.0,18.0,7.0,0.0,0.0,13.0,8.0,0.009658745773555853,190.0,15.0,13.0,1.0,3.0,0
11.0,12.0,21.0,2.0,5.0,0.1353571526972226,850.0,1.0,18.0,0.0,0.0,0.0,5.0,8.0,0.5030596757060339,264.0,11.0,11.0,1.0,3.0,1
11.0,8.0,20.0,1.0,4.0,0.9481603476742032,1869.0,0.0,7.0,8.0,0.0,0.0,3.0,8.0,0.06036716108472408,128.0,15.0,11.0,1.0,9.0,1
10.0,12.0,41.0,2.0,5.0,0.4076186641125185,2375.0,1.0,18.0,0.0,0.16290818143569313,0.0,3.0,8.0,1.2073432216944815,216.0,11.0,7.0,1.0,7.0,1
11.0,19.0,10.0,1.0,5.0,0.39590316466953496,1608.0,1.0,18.0,0.0,0.0,0.0,3.0,5.0,2.0122387028241357,3.0,9.0,13.0,1.0,3.0,0
11.0,20.0,10.0,1.0,5.0,0.5609728630807821,1645.0,1.0,18.0,0.0,0.04072704535892328,0.0,1.0,8.0,0.2414686443388963,93.0,15.0,13.0,3.0,3.0,1
10.0,7.0,20.0,1.0,5.0,0.5282230349159907,2014.0,1.0,18.0,7.0,0.0,0.0,3.0,8.0,1.5192402206322226,267.0,11.0,1.0,1.0,4.0,0
11.0,15.0,10.0,1.0,0.0,0.3325164004796161,1601.0,1.0,18.0,1.0,0.0,0.0,1.0,8.0,0.12113676991001297,122.0,15.0,13.0,1.0,3.0,1
11.0,10.0,20.0,1.0,5.0,0.17620195695987345,2014.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,0.490828496944295,171.0,11.0,1.0,1.0,4.0,0
10.0,15.0,34.0,1.0,4.0,0.9802498970453496,2017.0,1.0,18.0,7.0,0.04072704535892328,0.0,3.0,8.0,0.7244059330166889,122.0,11.0,10.0,1.0,4.0,0
2.0,11.0,20.0,1.0,5.0,0.281542877610223,1088.0,1.0,18.0,7.0,0.0,0.0,3.0,4.0,0.21007772057483978,91.0,15.0,6.0,1.0,3.0,1
1.0,17.0,20.0,1.0,5.0,0.061670039326441904,1581.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.007244059330166889,18.0,10.0,11.0,1.0,3.0,0
1.0,14.0,37.0,2.0,5.0,0.39682755498063793,1877.0,1.0,18.0,0.0,1.0996302246909286,0.0,5.0,8.0,1.3023208884677808,42.0,11.0,0.0,1.0,9.0,0
11.0,8.0,20.0,1.0,5.0,0.282995490956242,1222.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,0.10946578543363299,38.0,15.0,13.0,1.0,3.0,1
11.0,19.0,0.0,0.0,5.0,0.03433449726953939,2239.0,2.0,18.0,0.0,0.08145409071784657,0.0,3.0,4.0,0.0503059675706034,103.0,11.0,8.0,1.0,3.0,1
11.0,12.0,7.0,1.0,5.0,0.5807812268901317,290.0,1.0,18.0,0.0,0.0,0.0,3.0,3.0,0.11147802413645713,267.0,11.0,13.0,3.0,3.0,0
11.0,10.0,20.0,1.0,5.0,0.07131010971365874,1225.0,2.0,22.0,0.0,0.04072704535892328,0.0,3.0,8.0,0.07344671265308096,183.0,15.0,13.0,1.0,3.0,1
9.0,13.0,10.0,1.0,5.0,0.15305168940181962,1794.0,1.0,18.0,0.0,0.12218113607676984,0.0,1.0,8.0,0.10524008415770231,93.0,9.0,6.0,1.0,3.0,0
10.0,10.0,21.0,2.0,0.0,0.790881939027967,2186.0,1.0,18.0,0.0,0.0,0.0,5.0,8.0,1.4156099274367795,177.0,11.0,2.0,1.0,4.0,0
11.0,16.0,20.0,1.0,5.0,0.19809998386246025,1121.0,2.0,22.0,0.0,0.04072704535892328,0.0,1.0,4.0,0.5012513137272508,51.0,15.0,13.0,1.0,3.0,1
9.0,8.0,20.0,1.0,5.0,0.42680421221212045,1764.0,1.0,18.0,0.0,0.0,0.0,13.0,9.0,0.5796067392452606,236.0,13.0,11.0,1.0,3.0,0
10.0,16.0,20.0,1.0,5.0,0.5831582305472537,1670.0,1.0,18.0,2.0,0.12218113607676984,0.0,1.0,8.0,0.3018358054236204,117.0,15.0,13.0,1.0,3.0,1
1.0,23.0,21.0,2.0,5.0,0.6844449974923948,1665.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,0.4084844566732996,208.0,15.0,2.0,3.0,3.0,1
11.0,14.0,6.0,0.0,5.0,0.003961672761869929,1791.0,1.0,18.0,0.0,0.0,0.0,1.0,4.0,0.06439163849037235,210.0,15.0,13.0,1.0,3.0,1
2.0,18.0,10.0,1.0,5.0,0.6124746089850911,1560.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.004628149016495512,199.0,15.0,11.0,1.0,3.0,1
11.0,8.0,20.0,1.0,0.0,0.06299059691373188,1193.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.03078725215320928,38.0,9.0,6.0,1.0,3.0,0
10.0,11.0,27.0,1.0,5.0,0.17620195695987345,1559.0,2.0,18.0,0.0,0.0,0.0,3.0,4.0,0.490828496944295,46.0,11.0,1.0,1.0,3.0,1
11.0,19.0,10.0,1.0,5.0,0.08530802013893249,2662.0,1.0,18.0,0.0,0.04072704535892328,0.0,9.0,8.0,1.6007358880966,93.0,11.0,13.0,3.0,3.0,0
10.0,6.0,20.0,1.0,4.0,0.43578400380569227,1777.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,0.2996223428505138,17.0,11.0,1.0,1.0,3.0,0
10.0,19.0,10.0,1.0,0.0,0.0021128921396639626,343.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.03420805794801031,93.0,4.0,13.0,1.0,3.0,0
9.0,13.0,7.0,1.0,5.0,0.2216954560035924,140.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,0.7042835459884476,267.0,11.0,6.0,1.0,10.0,1
10.0,14.0,10.0,1.0,5.0,0.07802508540070364,1589.0,1.0,18.0,6.0,0.0,0.0,1.0,8.0,0.03018358054236204,38.0,15.0,13.0,1.0,3.0,1
1.0,9.0,20.0,1.0,5.0,0.48741780546873037,1685.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.03018358054236204,216.0,9.0,6.0,1.0,3.0,0
9.0,7.0,10.0,1.0,5.0,0.11185431464026235,1590.0,1.0,18.0,0.0,0.04072704535892328,0.0,1.0,8.0,0.09658745773555852,186.0,15.0,13.0,1.0,3.0,1
1.0,14.0,10.0,1.0,5.0,0.13443276238611962,1605.0,1.0,18.0,0.0,0.04072704535892328,0.0,1.0,4.0,0.5030596757060339,122.0,15.0,13.0,1.0,3.0,1
1.0,16.0,20.0,1.0,5.0,0.008715680076113846,1106.0,1.0,18.0,2.0,0.08145409071784657,0.0,1.0,8.0,0.2615910313671377,117.0,15.0,13.0,1.0,3.0,1
1.0,8.0,21.0,2.0,5.0,0.3195749361241743,2647.0,1.0,18.0,0.0,0.0,0.0,6.0,4.0,0.541619789371959,260.0,15.0,9.0,1.0,3.0,0
9.0,13.0,10.0,1.0,5.0,0.22753207229006295,1173.0,1.0,18.0,0.0,0.16290818143569313,0.0,1.0,8.0,0.2414686443388963,252.0,15.0,13.0,1.0,3.0,1
2.0,15.0,20.0,1.0,5.0,0.188141348301415,1604.0,1.0,18.0,0.0,0.08145409071784657,0.0,3.0,8.0,0.36220296650834444,4.0,11.0,13.0,1.0,3.0,1
1.0,14.0,10.0,1.0,5.0,0.1925372962268786,1581.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.04286068437015409,122.0,3.0,13.0,1.0,3.0,0
0.0,12.0,10.0,1.0,0.0,0.41993731275821256,1098.0,1.0,18.0,0.0,0.0,0.0,9.0,8.0,0.281713418395379,3.0,11.0,11.0,1.0,3.0,1
3.0,13.0,10.0,1.0,5.0,0.112907673713293,1184.0,1.0,18.0,6.0,0.0,0.0,1.0,8.0,0.08028832424268302,103.0,15.0,13.0,1.0,3.0,0
0.0,9.0,20.0,1.0,5.0,0.10828572215777808,1186.0,1.0,6.0,5.0,0.12218113607676984,0.0,1.0,8.0,0.04708638564608478,216.0,9.0,13.0,1.0,3.0,0
3.0,18.0,20.0,1.0,5.0,0.2753362569499601,2212.0,0.0,8.0,1.0,0.0,0.0,1.0,8.0,0.24670046496623907,38.0,3.0,13.0,3.0,2.0,0
2.0,14.0,0.0,0.0,5.0,0.0009243903111029836,2522.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,0.2634020461996794,201.0,7.0,13.0,1.0,2.0,0
0.0,12.0,21.0,2.0,5.0,0.5764233868520747,2651.0,1.0,18.0,1.0,0.0,0.0,9.0,8.0,0.5416946588002574,140.0,11.0,3.0,1.0,3.0,0
0.0,8.0,7.0,1.0,5.0,0.14328049822096245,149.0,1.0,18.0,0.0,0.0,0.0,13.0,9.0,0.47916591317148394,267.0,15.0,11.0,3.0,10.0,0
0.0,6.0,41.0,2.0,5.0,1.412468395365359,2520.0,0.0,5.0,7.0,0.04072704535892328,0.0,5.0,8.0,3.8612848468492342,83.0,11.0,0.0,3.0,9.0,0
4.0,15.0,20.0,1.0,4.0,0.10722255401136041,1691.0,1.0,18.0,0.0,0.04072704535892328,0.0,9.0,8.0,0.07485527974505786,122.0,11.0,13.0,1.0,3.0,1
4.0,17.0,21.0,2.0,0.0,0.23960537320042308,1170.0,1.0,18.0,0.0,0.08145409071784657,0.0,3.0,4.0,0.6036716108472407,183.0,15.0,13.0,1.0,3.0,1
4.0,14.0,41.0,2.0,5.0,0.8769392853251952,2192.0,2.0,18.0,0.0,1.303265451485545,0.0,5.0,8.0,0.8243599604257614,177.0,11.0,14.0,1.0,7.0,1
4.0,13.0,20.0,1.0,5.0,0.11061895977669822,1176.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.18311372195699638,234.0,15.0,13.0,1.0,3.0,1
4.0,9.0,41.0,2.0,4.0,0.17620195695987345,375.0,2.0,18.0,0.0,0.0,0.0,6.0,8.0,0.490828496944295,21.0,11.0,7.0,1.0,7.0,1
4.0,11.0,21.0,2.0,5.0,0.5003592698241721,2695.0,0.0,11.0,5.0,0.3665434082303095,0.0,5.0,8.0,0.6841611589602062,169.0,11.0,0.0,1.0,4.0,1
5.0,17.0,42.0,3.0,5.0,1.1591854501231413,1340.0,1.0,20.0,2.0,1.6698088597158545,0.0,5.0,8.0,4.463145442863933,225.0,11.0,14.0,1.0,7.0,0
5.0,16.0,10.0,1.0,5.0,0.18862146899452834,349.0,1.0,18.0,0.0,0.04072704535892328,0.0,9.0,8.0,0.45677818554107885,41.0,11.0,11.0,1.0,3.0,1
5.0,20.0,41.0,2.0,5.0,2.0642956204516913,1337.0,1.0,18.0,0.0,0.2036352267946164,0.0,5.0,8.0,2.286104390278501,51.0,11.0,7.0,3.0,7.0,1
5.0,14.0,10.0,1.0,5.0,0.19557457867764552,1589.0,1.0,18.0,0.0,0.24436227215353967,0.0,1.0,8.0,0.08491647325917853,38.0,15.0,13.0,1.0,3.0,1
4.0,9.0,21.0,2.0,5.0,0.35707877160320967,2666.0,1.0,18.0,0.0,0.04072704535892328,0.0,5.0,8.0,3.715196317024202,264.0,11.0,0.0,1.0,3.0,1
2.0,10.0,10.0,1.0,5.0,0.10842337964699515,1581.0,1.0,18.0,0.0,0.04072704535892328,0.0,9.0,8.0,0.08048954811296544,124.0,9.0,11.0,1.0,3.0,0
3.0,12.0,7.0,1.0,5.0,1.574632867084568,140.0,1.0,18.0,0.0,0.0,0.0,3.0,8.0,0.3672335632654048,258.0,11.0,10.0,1.0,10.0,0
3.0,15.0,20.0,1.0,5.0,0.09984604216382714,1218.0,1.0,18.0,2.0,0.04072704535892328,0.0,1.0,4.0,0.04024477405648272,122.0,9.0,13.0,1.0,3.0,0
4.0,15.0,20.0,1.0,0.0,0.07545188415575324,2447.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.018110148325417224,122.0,15.0,13.0,1.0,3.0,1
4.0,15.0,10.0,1.0,5.0,0.18923590225865364,1560.0,1.0,18.0,0.0,0.0,0.0,13.0,8.0,0.09719112934640577,124.0,5.0,11.0,1.0,3.0,0
4.0,14.0,20.0,1.0,5.0,0.37939619482841025,2698.0,1.0,18.0,0.0,0.0,0.0,1.0,8.0,0.10564253189826714,230.0,15.0,13.0,1.0,5.0,1
0.0,0.0,21.0,2.0,5.0,0.17350864494120605,849.0,1.0,18.0,6.0,0.12218113607676984,0.0,1.0,4.0,0.2012238702824136,214.0,15.0,13.0,3.0,3.0,1
0.0,15.0,20.0,1.0,0.0,0.6470732177720885,1642.0,1.0,18.0,6.0,0.04072704535892328,0.0,1.0,8.0,0.023140745082477564,122.0,15.0,13.0,1.0,3.0,1
2.0,9.0,20.0,1.0,5.0,0.18421778342695172,1223.0,0.0,13.0,0.0,0.04072704535892328,0.0,3.0,6.0,0.2847317764496152,206.0,9.0,13.0,1.0,3.0,0
4.0,15.0,21.0,2.0,5.0,0.5942509142804895,1171.0,1.0,18.0,0.0,0.0,0.0,3.0,4.0,0.30586028282926864,122.0,9.0,13.0,1.0,3.0,0
2.0,16.0,10.0,1.0,4.0,0.5599164170109501,510.0,1.0,18.0,6.0,0.04072704535892328,0.0,3.0,8.0,0.2293952121219515,84.0,15.0,13.0,1.0,3.0,1
